,DataYear,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,LargestPropertyUseType,ENERGYSTARScore,TotalGHGEmissions,Latitude,Longitude,BuildingAge,Electricity,NaturalGas,SteamUse,GFAPerBuilding,GFAPerFloor,GFABuildingRate,GFAParkingRate,SiteEnergyUse(kBtu)
148,2015,NONRESIDENTIAL,Office,DOWNTOWN,1.0,3.0,Office,83.0,26.55,47.601058,-122.335182,,0.7745466540394537,0.22548541576538517,0.0,56456.0,18818.666666666668,1.0,0.0,1527917.0
150,2015,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,2.0,Distribution Center,,98.95,47.57125847,-122.331498,91.0,0.9361232839768326,0.06391571598005688,0.0,179161.0,89580.5,1.0,0.0,9974370.0
151,2015,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,2.0,Non-Refrigerated Warehouse,,28.7,47.57125847,-122.331498,50.0,1.0000410512521238,0.0,0.0,50000.0,25000.0,1.0,0.0,4116805.0
153,2015,NONRESIDENTIAL,Hotel,GREATER DUWAMISH,1.0,9.0,Hotel,61.0,402.03,47.59271999,-122.3336896,10.0,0.4867899040701859,0.5132302998660594,0.0,168449.0,18716.555555555555,0.9135227873124804,0.08647721268751966,13116256.0
154,2015,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,4.0,Non-Refrigerated Warehouse,55.0,12.46,47.57463912,-122.3560342,99.0,1.0000414105090918,0.0,0.0,79600.0,19900.0,1.0,0.0,1786986.0
155,2015,SCHOOL,School,LAKE UNION,1.0,4.0,Other,74.0,263.53,47.66006599,-122.3393444,18.0,0.42539398814614493,0.5746238001329292,0.0,241066.0,60266.5,1.0,0.0,7870351.0
157,2015,NONRESIDENTIAL,Other,NORTH,1.0,6.0,Parking,,163.99,47.7024765,-122.32480621,7.0,0.7761263744524742,0.22390580579065011,0.0,419848.0,69974.66666666667,0.20183256797698215,0.7981674320230179,9477865.0
158,2015,NONRESIDENTIAL,Mixed Use Property,MAGNOLIA / QUEEN ANNE,1.0,4.0,Multifamily Housing,,91.53,47.62392426,-122.35764313,13.0,0.9641475538958832,0.03589250723079771,0.0,110785.0,27696.25,0.6463510403032902,0.35364895969670984,10608788.0
163,2015,SCHOOL,School,DELRIDGE,1.0,1.0,K-12 School,89.0,30.27,47.52560204,-122.3487068,16.0,0.8560612705047989,0.14397381214858312,0.0,71714.0,71714.0,1.0,0.0,2223321.0
164,2015,NONRESIDENTIAL,Entrepot,LAKE UNION,1.0,3.0,Non-Refrigerated Warehouse,91.0,8.66,47.65094364,-122.3422377,24.0,0.7875249895392626,0.21250794241170362,0.0,75397.0,25132.333333333332,0.8917596190829874,0.10824038091701262,516216.0
166,2015,NONRESIDENTIAL,Medical,DOWNTOWN,1.0,5.0,Senior Care Community,,197.3,47.59626518,-122.3219466,16.0,0.7484980172547235,0.2515329601978339,0.0,102796.0,20559.2,0.8773201291879061,0.12267987081209386,10620628.0
167,2016,SCHOOL,School,SOUTHWEST,1.0,2.0,K-12 School,80.0,207.79,47.57678,-122.38459,14.0,0.5995026487310917,0.40049735126890834,0.0,208981.0,104490.5,1.0,0.0,8164853.0
169,2015,NONRESIDENTIAL,School,NORTHEAST,1.0,2.0,K-12 School,84.0,105.92,47.66549171,-122.3140067,87.0,0.005280827203148132,0.9947191727968518,0.0,55653.0,27826.5,1.0,0.0,2003474.0
170,2016,NONRESIDENTIAL,Hotel,NORTHEAST,1.0,16.0,Hotel,49.0,469.57,47.66151,-122.31457,85.0,0.2984103429378657,0.7015895732800009,0.0,106860.0,6678.75,1.0,0.0,11935719.0
171,2016,NONRESIDENTIAL,Office,NORTH,1.0,5.0,Office,62.0,49.09,47.71895,-122.29475,44.0,0.8129961405027324,0.18700385949726758,0.0,50759.0,10151.8,1.0,0.0,3147042.0
172,2015,NONRESIDENTIAL,Worship Facility,NORTHEAST,1.0,2.0,Worship Facility,49.0,80.79,47.66176886,-122.3112037,63.0,0.4060222557926764,0.5939943403051129,0.0,56772.0,28386.0,1.0,0.0,2349950.0
173,2015,NONRESIDENTIAL,Worship Facility,NORTHEAST,1.0,3.0,Worship Facility,40.0,144.53,47.66262897,-122.3114754,63.0,0.5071416706822289,0.49287909237876426,0.0,103000.0,34333.333333333336,1.0,0.0,4864408.0
174,2015,SCHOOL,School,NORTHEAST,1.0,3.0,K-12 School,79.0,192.09,47.67746117,-122.3130281,9.0,0.7461985923183446,0.2538324340233112,0.0,269297.0,89765.66666666667,1.0,0.0,10281586.0
175,2016,SCHOOL,School,NORTHEAST,1.0,3.0,K-12 School,77.0,71.86,47.67184,-122.29221,15.0,0.5814310681728232,0.4185685660421253,0.0,75174.0,25058.0,1.0,0.0,2733846.0
176,2016,SCHOOL,School,MAGNOLIA / QUEEN ANNE,1.0,3.0,K-12 School,88.0,43.98,47.64052,-122.3656,13.0,0.7427128940220884,0.25728710597791166,0.0,75214.0,25071.333333333332,1.0,0.0,2334260.0
177,2015,SCHOOL,School,SOUTHWEST,1.0,3.0,K-12 School,92.0,65.33,47.5724098,-122.3916721,10.0,0.77586296461209,0.22416937005703624,0.0,134918.0,44972.666666666664,1.0,0.0,3773040.0
178,2016,SCHOOL,School,CENTRAL,1.0,2.0,K-12 School,67.0,16.0,47.59096,-122.29985,25.0,0.9999997821518302,0.0,0.0,64414.0,32207.0,1.0,0.0,2295176.5
179,2016,SCHOOL,School,NORTHWEST,1.0,3.0,K-12 School,78.0,201.05,47.67725,-122.32232,89.0,0.20920305297179712,0.7907969470282029,0.0,92437.0,30812.333333333332,1.0,0.0,4626443.0
180,2016,NONRESIDENTIAL,Other,DOWNTOWN,1.0,7.0,Other,,57.21,47.61103,-122.33238,102.0,0.9463863268294536,0.05361367317054649,0.0,128766.0,18395.14285714286,1.0,0.0,6057410.0
181,2016,NONRESIDENTIAL,Hotel,DOWNTOWN,1.0,9.0,Residence Hall/Dormitory,76.0,254.87,47.6079,-122.33266,103.0,0.44792367092489677,0.0,0.5520762393488169,107572.0,11952.444444444445,1.0,0.0,5572503.0
186,2016,SCHOOL,School,GREATER DUWAMISH,1.0,3.0,K-12 School,94.0,226.06,47.55237,-122.31391,9.0,0.5529033823154709,0.44709649559646675,0.0,204961.0,68320.33333333333,1.0,0.0,8190809.0
187,2015,NONRESIDENTIAL,Other,MAGNOLIA / QUEEN ANNE,1.0,1.0,Other,,80.75,47.63640533,-122.3791694,42.0,0.5482927057782879,0.45173002806251533,0.0,76086.0,76086.0,1.0,0.0,2903161.0
193,2015,NONRESIDENTIAL,Other,DOWNTOWN,1.0,1.0,Other,,211.01,47.60411925,-122.3396021,,0.432781073341618,0.567236832020064,0.0,62900.0,62900.0,1.0,0.0,6366808.0
194,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,98.0,44.22,47.60271,-122.33557,102.0,0.6430023177133778,0.0,0.3569978181272843,56500.0,14125.0,1.0,0.0,1380293.625
195,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,4.0,Non-Refrigerated Warehouse,72.0,26.39,47.59486,-122.32455,8.0,0.9999998679094625,0.0,0.0,203504.0,50876.0,1.0,0.0,3785282.5
196,2015,NONRESIDENTIAL,Office,DOWNTOWN,1.0,3.0,Other,34.0,71.62,47.61744918,-122.35032532,47.0,1.000041467360515,0.0,0.0,100734.0,33578.0,0.7346377588500407,0.2653622411499593,10273140.0
197,2015,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,59.0,61.62,47.61698381,-122.34958888,34.0,0.8746397220178839,0.12539630319230982,0.0,79678.0,19919.5,0.779487436933658,0.22051256306634204,4829951.0
203,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,10.0,Office,90.0,170.51,47.61356,-122.33665,90.0,0.39423303051154523,0.0,0.6057668969041335,63409.0,6340.9,0.8776672081250295,0.12233279187497043,3444270.0
204,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,17.0,Office,91.0,100.26,47.61375,-122.33566,86.0,0.8703279029326593,0.12967196786334972,0.0,204790.0,12046.470588235294,0.8535084720933639,0.14649152790663605,7739699.0
205,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,5.0,Office,61.0,26.19,47.61256,-122.33808,100.0,0.9999997338306087,0.0,0.0,73399.0,14679.8,1.0,0.0,3757006.0
206,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,20.0,Office,90.0,563.25,47.61391,-122.33725,47.0,0.5511016601731141,0.0,0.44889820315168905,265851.0,13292.55,0.8783754810025165,0.12162451899748355,14633233.0
208,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,12.0,Office,91.0,222.19,47.61641,-122.34112,48.0,0.7304868524671517,0.0,0.26951300184993987,206000.0,17166.666666666668,1.0,0.0,8580279.0
211,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,7.0,Office,85.0,51.67,47.60266,-122.33332,,0.9107444104892072,0.0,0.08925534932693116,89550.0,12792.857142857143,1.0,0.0,3903259.75
212,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,66.0,31.97,47.60219,-122.33347,,0.9852491489525418,0.014750731379660806,0.0,89355.0,14892.5,1.0,0.0,4178233.5
214,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,22.0,Office,98.0,70.15,47.60403,-122.33497,87.0,0.9999999006204859,0.0,0.0,384302.0,17468.272727272728,1.0,0.0,10062436.0
218,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,,46.56,47.60542,-122.33588,66.0,0.738107311105163,0.0,0.26189275698486203,91091.0,15181.833333333334,0.9847185781251715,0.015281421874828468,1835804.875
219,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,8.0,Office,81.0,26.1,47.60581,-122.33664,48.0,0.9999998664254667,0.0,0.0,157941.0,19742.625,0.6011611931037539,0.39883880689624607,3743228.5
223,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,14.0,Office,95.0,218.53,47.60671,-122.33456,44.0,0.7764786444786109,0.0,0.2235211999365629,186768.0,13340.57142857143,0.8727030326394243,0.1272969673605757,9641043.0
227,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,8.0,Office,91.0,175.95,47.60471,-122.33261,109.0,0.8184254304467115,0.0,0.18157444345734672,201480.0,25185.0,1.0,0.0,8921778.0
230,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,8.0,Office,69.0,298.61,47.60377,-122.32971,13.0,0.661320560817822,0.338679439182178,0.0,199530.0,24941.25,0.8463388964065554,0.1536611035934446,13214416.0
231,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,13.0,Office,98.0,216.24,47.60249,-122.32854,10.0,0.8125610288339977,0.1874388266976869,0.0,372242.0,28634.0,0.8584173736440273,0.14158262635597274,13843866.0
232,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,7.0,Office,99.0,70.17,47.60193,-122.32812,107.0,0.5973612635365885,0.4026384633946291,0.0,114395.0,16342.142857142857,0.9274793478735959,0.07252065212640413,2746560.75
233,2016,NONRESIDENTIAL,Retail Store,NORTHEAST,1.0,2.0,Retail Store,83.0,89.47,47.66024,-122.31278,38.0,0.8510025709009543,0.14899727434668583,0.0,89200.0,44600.0,1.0,0.0,6461937.0
236,2016,NONRESIDENTIAL,Office,NORTHEAST,0.0,5.0,Office,70.0,119.03,47.661,-122.31626,55.0,0.6055237313149857,0.39447637442704997,0.0,,19801.0,1.0,0.0,4728488.5
237,2015,NONRESIDENTIAL,Office,NORTHEAST,1.0,6.0,Office,92.0,28.07,47.66044059,-122.3169435,13.0,0.999991802845009,4.967972721855379e-05,0.0,135051.0,22508.5,0.6723608118414525,0.32763918815854753,4025787.0
238,2016,NONRESIDENTIAL,Office,NORTHEAST,1.0,5.0,Office,93.0,49.12,47.65999,-122.31741,14.0,0.9999999290412314,0.0,0.0,220649.0,44129.8,0.625105937484421,0.37489406251557905,7046345.5
239,2015,NONRESIDENTIAL,Entrepot,DOWNTOWN,1.0,5.0,Self-Storage Facility,,5.83,47.61564776,-122.33229386,51.0,1.000040652933946,0.0,0.0,93660.0,18732.0,1.0,0.0,836348.0
241,2016,NONRESIDENTIAL,Mixed Use Property,DOWNTOWN,1.0,11.0,Parking,94.0,72.42,47.6177,-122.3306,16.0,0.9903791577464856,0.009620739855108303,0.0,381381.0,34671.0,0.48707198313497524,0.5129280168650248,9765777.0
244,2016,NONRESIDENTIAL,Mixed Use Property,DOWNTOWN,1.0,4.0,Laboratory,,91.13,47.6177,-122.3545,36.0,0.9107468214735046,0.08925311768559259,0.0,109347.0,27336.75,0.6460808252626958,0.35391917473730417,8218155.5
246,2015,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Other,80.0,129.21,47.61605453,-122.34371185,13.0,0.9358925621638705,0.06414625230542575,0.0,287471.0,47911.833333333336,0.7092193647359212,0.2907806352640788,13010612.0
247,2015,NONRESIDENTIAL,Office,DOWNTOWN,1.0,3.0,Office,,36.83,47.61778529,-122.34439698,68.0,0.9987952970595554,0.00124611281500129,0.0,192630.0,64210.0,0.7481596843689976,0.25184031563100245,5240296.0
249,2015,NONRESIDENTIAL,Supermarket,NORTHWEST,1.0,1.0,Supermarket/Grocery Store,60.0,328.38,47.70184827,-122.36437781,59.0,0.6168122454323461,0.38321327889744505,0.0,60880.0,60880.0,1.0,0.0,13320624.0
250,2015,NONRESIDENTIAL,Office,DOWNTOWN,1.0,5.0,Office,,21.15,47.60227966,-122.33202362,,1.0000415383702452,0.0,0.0,50176.0,10035.2,1.0,0.0,3033340.0
252,2015,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,97.0,82.43,47.54032619,-122.33015747,38.0,0.19555032560876134,0.8044576976050707,0.0,128800.0,128800.0,1.0,0.0,1869575.0
253,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,8.0,Office,76.0,355.05,47.60932,-122.33388,89.0,0.7290222659585444,0.0,0.2709776425105336,321945.0,40243.125,1.0,0.0,13656587.0
258,2016,NONRESIDENTIAL,Retail Store,SOUTHEAST,1.0,2.0,Retail Store,80.0,162.45,47.57936,-122.29744,36.0,0.8498759603480348,0.15012395409852727,0.0,291940.0,145970.0,1.0,0.0,11688601.0
259,2016,NONRESIDENTIAL,Mixed Use Property,GREATER DUWAMISH,0.0,1.0,Non-Refrigerated Warehouse,42.0,116.03,47.52871,-122.29443,46.0,0.5773670943661913,0.42263279155930833,0.0,,88400.0,1.0,0.0,4383100.5
260,2015,NONRESIDENTIAL,Entrepot,NORTHWEST,1.0,1.0,Non-Refrigerated Warehouse,93.0,55.69,47.72957286,-122.34642876,55.0,0.06709008089894099,0.9329126133375483,0.0,52311.0,52311.0,1.0,0.0,1113488.0
261,2015,NONRESIDENTIAL,Other,LAKE UNION,1.0,5.0,Parking,,20.25,47.62320708,-122.32984117,6.0,1.000041663438611,0.0,0.0,141131.0,28226.2,0.5060617440533972,0.4939382559466028,2904225.0
262,2015,NONRESIDENTIAL,Office,LAKE UNION,1.0,5.0,Office,44.0,47.01,47.62347121,-122.32929694,14.0,1.0000413755302444,0.0,0.0,176532.0,35306.4,0.6030917907234948,0.3969082092765051,6743116.0
263,2015,NONRESIDENTIAL,Entrepot,BALLARD,1.0,1.0,Non-Refrigerated Warehouse,4.0,63.32,47.65748867,-122.36767478,42.0,0.7492625109616857,0.25076852579784237,0.0,52500.0,52500.0,1.0,0.0,3415305.0
264,2015,NONRESIDENTIAL,Entrepot,BALLARD,1.0,2.0,Non-Refrigerated Warehouse,54.0,153.73,47.66611816,-122.38549485,56.0,0.4183972789600339,0.58161987377784,0.0,57300.0,28650.0,1.0,0.0,4547379.0
269,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,10.0,Office,91.0,193.72,47.61003,-122.33452,58.0,0.6697774044643338,0.0,0.33022251769716665,135918.0,13591.8,1.0,0.0,6423556.5
270,2016,NONRESIDENTIAL,Retail Store,DOWNTOWN,1.0,4.0,Retail Store,25.0,36.61,47.61159,-122.33601,102.0,0.9999998096010934,0.0,0.0,79957.0,19989.25,1.0,0.0,5252131.0
271,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,71.0,148.11,47.61166,-122.33528,95.0,0.7831943626339392,0.12415172546595248,0.09265380654150497,127268.0,31817.0,1.0,0.0,7711757.5
273,2016,NONRESIDENTIAL,Office,DOWNTOWN,0.0,10.0,Office,72.0,65.2,47.61005,-122.3361,90.0,0.9451322105416801,0.00042312017541822717,0.05444451897655008,,13232.6,1.0,0.0,6029020.0
274,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,6.0,Office,45.0,51.14,47.61033,-122.3357,32.0,0.9999999318420882,0.0,0.0,109830.0,18305.0,0.8798142583993445,0.12018574160065555,7335905.5
276,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,10.0,Office,49.0,318.08,47.60991,-122.33687,106.0,0.5876644465806097,0.35817555273276575,0.054160000686624556,130513.0,13051.3,1.0,0.0,11651200.0
277,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,8.0,Office,,18.03,47.60953,-122.33647,96.0,1.0,0.0,0.0,60660.0,7582.5,1.0,0.0,2586116.0
278,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,14.0,Office,89.0,202.99,47.60902,-122.33674,87.0,0.6451734971472654,0.0,0.35482646358212805,137350.0,9810.714285714286,1.0,0.0,6366084.5
279,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,15.0,Office,84.0,238.09,47.60923,-122.33625,87.0,0.4767257662728325,0.0,0.5232741878271752,151039.0,10069.266666666666,1.0,0.0,5446624.0
281,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,72.0,74.83,47.60995,-122.33904,110.0,0.6901560185643746,0.3098438393279786,0.0,63540.0,15885.0,1.0,0.0,3518459.5
282,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,10.0,Office,80.0,48.54,47.60987,-122.33824,89.0,0.9999998563646202,0.0,0.0,130893.0,13089.3,1.0,0.0,6962073.0
283,2016,NONRESIDENTIAL,Mixed Use Property,DOWNTOWN,1.0,5.0,Office,,20.98,47.60821,-122.33899,106.0,1.000000083071278,0.0,0.0,79920.0,15984.0,1.0,0.0,3009463.75
285,2016,NONRESIDENTIAL,Other,DOWNTOWN,1.0,6.0,Parking,,185.03,47.61164,-122.33446,20.0,0.736445366592708,0.26355453001198664,0.0,147852.0,24642.0,0.4154357059762465,0.5845642940237534,9671619.0
286,2016,NONRESIDENTIAL,Other,DOWNTOWN,0.0,4.0,Parking,,147.75,47.61185,-122.33421,20.0,0.710819671049244,0.2891802602048038,0.0,,66833.75,0.3754652402416444,0.6245347597583556,7273155.5
290,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,12.0,Office,89.0,33.17,47.61029,-122.34089,30.0,0.9999998948983557,0.0,0.0,115857.0,9654.75,0.8693216637751711,0.13067833622482888,4757299.5
291,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,72.0,31.72,47.61116,-122.34748,17.0,0.9999997802145634,0.0,0.0,87500.0,21875.0,0.8,0.2,4549892.0
292,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,11.0,Office,72.0,92.92,47.6117,-122.34778,18.0,0.9999998499515044,0.0,0.0,374405.0,34036.818181818184,0.5064809497736409,0.49351905022635917,13329024.0
293,2016,NONRESIDENTIAL,Other,DOWNTOWN,1.0,12.0,Other,,100.65,47.61252,-122.34351,31.0,0.9999999307334455,0.0,0.0,193500.0,16125.0,0.8036175710594315,0.19638242894056848,14436982.0
294,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,11.0,Office,96.0,281.55,47.61108,-122.34217,93.0,0.3465895486967524,0.0,0.6534104982317799,102846.0,9349.636363636364,1.0,0.0,5327249.5
295,2016,NONRESIDENTIAL,Office,DOWNTOWN,1.0,4.0,Office,83.0,44.48,47.61304,-122.34059,91.0,0.7541853281630747,0.24581426014843016,0.0,52800.0,13200.0,1.0,0.0,2429021.0
299,2016,NONRESIDENTIAL,Other,EAST,1.0,9.0,Other,,130.69,47.61048,-122.32837,28.0,0.6528746185181361,0.0,0.3471251716211191,46710.0,5190.0,1.0,0.0,4169431.5
300,2016,NONRESIDENTIAL,Medical,EAST,1.0,3.0,Medical Office,65.0,201.15,47.61048,-122.32837,71.0,0.8556039742200862,0.11012689191540884,0.03426897662344832,266000.0,88666.66666666667,0.6090225563909775,0.39097744360902253,13911761.0
304,2016,NONRESIDENTIAL,Hotel,LAKE UNION,1.0,5.0,Hotel,34.0,243.66,47.62036,-122.34588,37.0,0.5937252137128757,0.4062747862871243,0.0,109017.0,21803.4,0.7302347340323069,0.2697652659676931,9474745.0
306,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,59.0,13.86,47.56064,-122.32522,15.0,0.9999996856033432,0.0,0.0,123061.0,123061.0,1.0,0.0,1987934.625
307,2016,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,1.0,Distribution Center,45.0,117.11,47.54868,-122.3255,53.0,0.23016566470373906,0.7698344260003688,0.0,59090.0,59090.0,1.0,0.0,2756214.75
308,2016,NONRESIDENTIAL,Entrepot,GREATER DUWAMISH,1.0,1.0,Non-Refrigerated Warehouse,93.0,5.32,47.5471,-122.32406,53.0,0.9999993450049092,0.0,0.0,106000.0,106000.0,1.0,0.0,763364.5
310,2016,NONRESIDENTIAL,Distribution Center,GREATER DUWAMISH,1.0,1.0,Distribution Center,97.0,5.44,47.53764,-122.3232,56.0,0.9990148785010103,0.0009848797909257476,0.0,119661.0,119661.0,1.0,0.0,775729.1875
311,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,7.0,Office,81.0,30.27,47.62958,-122.32826,15.0,1.0,0.0,0.0,139200.0,19885.714285714286,0.6786781609195403,0.32132183908045975,4342597.0
312,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,6.0,Office,95.0,21.36,47.62566,-122.34287,32.0,0.9999998367882273,0.0,0.0,95721.0,15953.5,0.6456263515842918,0.3543736484157082,3063504.5
313,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,2.0,5.0,Office,83.0,39.47,47.62929,-122.34194,20.0,0.9999999116871386,0.0,0.0,106641.5,42656.6,0.45974128270888914,0.5402587172911109,5661689.5
314,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,3.0,Office,7.0,374.92,47.64776,-122.33924,15.0,0.4332432908038597,0.5667566208556378,0.0,103697.0,34565.666666666664,0.5404302921010251,0.4595697078989749,11319836.0
315,2016,NONRESIDENTIAL,Office,NORTH,1.0,5.0,Office,56.0,35.8,47.70105,-122.32659,42.0,0.9999999026215733,0.0,0.0,74880.0,14976.0,1.0,0.0,5134607.5
316,2016,NONRESIDENTIAL,Office,NORTH,1.0,6.0,Office,53.0,42.03,47.69999,-122.32663,37.0,0.9999999170691783,0.0,0.0,88774.0,14795.666666666666,1.0,0.0,6029121.5
317,2016,NONRESIDENTIAL,Office,NORTH,1.0,5.0,Office,93.0,38.59,47.69917,-122.3268,33.0,0.9999998193519577,0.0,0.0,122250.0,24450.0,1.0,0.0,5535626.0
318,2016,NONRESIDENTIAL,Office,NORTH,1.0,4.0,Office,20.0,33.06,47.70063,-122.32487,37.0,1.0,0.0,0.0,53730.0,13432.5,1.0,0.0,4742869.0
319,2016,NONRESIDENTIAL,Office,DELRIDGE,1.0,3.0,Office,55.0,93.23,47.5671,-122.36416,56.0,0.6728129665451442,0.32718691510808906,0.0,55593.0,18531.0,1.0,0.0,4224872.5
320,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,4.0,Office,54.0,32.73,47.62269,-122.33224,34.0,0.9999997870137604,0.0,0.0,134056.0,33514.0,0.54526466551292,0.45473533448708003,4695139.0
324,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,Office,81.0,20.86,47.62003,-122.35706,31.0,0.9999997493042986,0.0,0.0,86995.0,21748.75,0.6689464911776539,0.33105350882234613,2991674.75
326,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,5.0,Office,95.0,40.47,47.62402,-122.33755,7.0,0.9964388840849364,0.003560939587280137,0.0,184482.0,36896.4,0.6409731030669659,0.35902689693303413,5671256.0
327,2016,NONRESIDENTIAL,Medical,LAKE UNION,1.0,3.0,Laboratory,,269.71,47.62348,-122.33743,88.0,0.6469121721258558,0.3530877416235349,0.0,55200.0,18400.0,1.0,0.0,11594121.0
329,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,6.0,Office,96.0,22.57,47.62286,-122.33804,12.0,1.0,0.0,0.0,139282.0,23213.666666666668,0.6224781378785486,0.37752186212145145,3238216.0
330,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,5.0,Office,96.0,61.93,47.62383,-122.3356,7.0,0.980123824809655,0.019876111506903698,0.0,271071.0,54214.2,0.6358887523932845,0.3641112476067156,7851334.5
331,2016,NONRESIDENTIAL,Entrepot,LAKE UNION,1.0,5.0,Non-Refrigerated Warehouse,56.0,29.53,47.62572,-122.33389,102.0,0.9198187094375375,0.08018092922434075,0.0,127800.0,25560.0,1.0,0.0,2767491.0
333,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,6.0,Office,49.0,94.64,47.62621,-122.33128,15.0,0.9796363550647857,0.020363561347132277,0.0,226592.0,37765.333333333336,0.5807442451631125,0.41925575483688743,11963428.0
336,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,4.0,Office,97.0,122.68,47.62137,-122.33744,10.0,0.7667253320700599,0.23327459564926728,0.0,209816.0,52454.0,0.6488685324284135,0.35113146757158653,6917478.5
337,2016,NONRESIDENTIAL,Office,LAKE UNION,1.0,6.0,Office,97.0,69.59,47.62131,-122.33814,10.0,0.9505271417859232,0.04947279171999769,0.0,303103.0,50517.166666666664,0.6374004876230193,0.36259951237698074,7519466.5
338,2016,NONRESIDENTIAL,Mixed Use Property,LAKE UNION,1.0,3.0,Non-Refrigerated Warehouse,66.0,74.1,47.62002,-122.33687,62.0,0.5683302556145537,0.43166974438544625,0.0,67380.0,22460.0,1.0,0.0,2755829.0
341,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,Office,80.0,23.81,47.62115,-122.3597,42.0,0.9999999268055872,0.0,0.0,88062.0,17612.4,0.7635075287865367,0.23649247121346323,3415561.25
342,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,Office,69.0,25.32,47.62224,-122.3585,44.0,1.0000000688209694,0.0,0.0,87178.0,17435.6,0.7658124756245842,0.23418752437541582,3632613.75
343,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,Office,86.0,24.35,47.62224,-122.3585,46.0,0.9999997852906181,0.0,0.0,87178.0,17435.6,0.7658124756245842,0.23418752437541582,3493093.75
344,2016,NONRESIDENTIAL,Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,Office,75.0,24.29,47.62014,-122.35768,45.0,0.9999998565244982,0.0,0.0,88000.0,17600.0,0.7545454545454545,0.24545454545454545,3484915.5
346,2016,NONRESIDENTIAL,Medical,NORTHEAST,1.0,4.0,Medical Office,21.0,77.99,47.65884,-122.3183,22.0,0.9504244460403656,0.04957543523512973,0.0,191276.0,47819.0,0.5018664129320981,0.4981335870679019,8422861.0
347,2016,NONRESIDENTIAL,Entrepot,BALLARD,2.0,2.0,Other,,163.83,47.66838,-122.3931,70.0,0.5278681029175656,0.4721318093242223,0.0,55722.5,55722.5,1.0,0.0,5697472.5
